genome_ID	output_type
MGYG-HGUT-02553	secondary
MGYG-HGUT-02554	secondary
MGYG-HGUT-02555	primary
MGYG-HGUT-02556	secondary
MGYG-HGUT-02557	secondary
MGYG-HGUT-02558	primary
MGYG-HGUT-02559	secondary
MGYG-HGUT-02560	primary
MGYG-HGUT-02561	primary
MGYG-HGUT-02562	secondary
MGYG-HGUT-02563	primary
MGYG-HGUT-02564	primary
MGYG-HGUT-02565	absent
MGYG-HGUT-02566	secondary
MGYG-HGUT-02567	primary
MGYG-HGUT-02568	primary
MGYG-HGUT-02569	primary
MGYG-HGUT-02570	secondary
MGYG-HGUT-02571	absent
MGYG-HGUT-02572	absent
MGYG-HGUT-02573	secondary
MGYG-HGUT-02574	primary
MGYG-HGUT-02575	primary
MGYG-HGUT-02576	primary
MGYG-HGUT-02577	primary
MGYG-HGUT-02578	secondary
MGYG-HGUT-02579	secondary
MGYG-HGUT-02580	secondary
MGYG-HGUT-02581	absent
MGYG-HGUT-02582	secondary
MGYG-HGUT-02583	absent
MGYG-HGUT-02584	secondary
MGYG-HGUT-02585	primary
MGYG-HGUT-02586	secondary
MGYG-HGUT-02587	primary
MGYG-HGUT-02588	primary
MGYG-HGUT-02589	primary
MGYG-HGUT-02590	absent
MGYG-HGUT-02591	primary
MGYG-HGUT-02592	primary
MGYG-HGUT-02593	secondary
MGYG-HGUT-02594	secondary
MGYG-HGUT-02595	primary
MGYG-HGUT-02596	secondary
MGYG-HGUT-02597	primary
MGYG-HGUT-02598	primary
MGYG-HGUT-02599	primary
MGYG-HGUT-02600	primary
MGYG-HGUT-02601	primary
MGYG-HGUT-02602	secondary
MGYG-HGUT-02603	primary
MGYG-HGUT-02604	secondary
MGYG-HGUT-02605	secondary
MGYG-HGUT-02606	secondary
MGYG-HGUT-02607	absent
MGYG-HGUT-02608	primary
MGYG-HGUT-02609	primary
MGYG-HGUT-02610	primary
MGYG-HGUT-02611	primary
MGYG-HGUT-02612	primary
MGYG-HGUT-02613	primary
MGYG-HGUT-02614	primary
MGYG-HGUT-02615	primary
MGYG-HGUT-02616	secondary
MGYG-HGUT-02617	primary
MGYG-HGUT-02618	primary
MGYG-HGUT-02619	primary
MGYG-HGUT-02620	primary
MGYG-HGUT-02621	primary
MGYG-HGUT-02622	primary
MGYG-HGUT-02623	primary
MGYG-HGUT-02624	secondary
MGYG-HGUT-02625	primary
MGYG-HGUT-02626	primary
MGYG-HGUT-02627	primary
MGYG-HGUT-02628	primary
MGYG-HGUT-02629	absent
MGYG-HGUT-02630	secondary
MGYG-HGUT-02631	primary
MGYG-HGUT-02632	primary
MGYG-HGUT-02633	secondary
MGYG-HGUT-02634	primary
MGYG-HGUT-02635	secondary
MGYG-HGUT-02636	primary
MGYG-HGUT-02637	secondary
MGYG-HGUT-02638	secondary
MGYG-HGUT-02639	primary
MGYG-HGUT-02640	primary
MGYG-HGUT-02641	secondary
MGYG-HGUT-02642	primary
MGYG-HGUT-02643	primary
MGYG-HGUT-02644	primary
MGYG-HGUT-02645	primary
MGYG-HGUT-02646	primary
MGYG-HGUT-02647	primary
MGYG-HGUT-02648	secondary
MGYG-HGUT-02649	absent
MGYG-HGUT-02650	absent
MGYG-HGUT-02651	primary
MGYG-HGUT-02652	secondary
MGYG-HGUT-02653	primary
MGYG-HGUT-02654	secondary
MGYG-HGUT-02655	primary
MGYG-HGUT-02656	primary
MGYG-HGUT-02657	secondary
MGYG-HGUT-02658	primary
MGYG-HGUT-02659	primary
MGYG-HGUT-02660	primary
MGYG-HGUT-02661	secondary
MGYG-HGUT-02662	primary
MGYG-HGUT-02663	primary
MGYG-HGUT-02664	primary
MGYG-HGUT-02665	secondary
MGYG-HGUT-02666	absent
MGYG-HGUT-02667	primary
MGYG-HGUT-02668	primary
MGYG-HGUT-02669	absent
MGYG-HGUT-02670	secondary
MGYG-HGUT-02671	secondary
MGYG-HGUT-02672	secondary
MGYG-HGUT-02673	primary
MGYG-HGUT-02674	primary
MGYG-HGUT-02675	primary
MGYG-HGUT-02676	secondary
MGYG-HGUT-02677	primary
MGYG-HGUT-02678	absent
MGYG-HGUT-02679	absent
MGYG-HGUT-02680	primary
MGYG-HGUT-02681	secondary
MGYG-HGUT-02682	primary
MGYG-HGUT-02683	secondary
MGYG-HGUT-02684	primary
MGYG-HGUT-02685	secondary
MGYG-HGUT-02686	secondary
MGYG-HGUT-02687	primary
MGYG-HGUT-02688	secondary
MGYG-HGUT-02689	absent
MGYG-HGUT-02690	primary
MGYG-HGUT-02691	primary
MGYG-HGUT-02692	primary
MGYG-HGUT-02693	secondary
MGYG-HGUT-02694	secondary
MGYG-HGUT-02695	secondary
MGYG-HGUT-02696	secondary
MGYG-HGUT-02697	secondary
MGYG-HGUT-02698	secondary
MGYG-HGUT-02699	primary
MGYG-HGUT-02700	secondary
MGYG-HGUT-02701	secondary
MGYG-HGUT-02702	secondary
MGYG-HGUT-02703	secondary
MGYG-HGUT-02704	primary
MGYG-HGUT-02705	secondary
MGYG-HGUT-02706	secondary
MGYG-HGUT-02707	primary
MGYG-HGUT-02708	primary
MGYG-HGUT-02709	secondary
MGYG-HGUT-02710	primary
MGYG-HGUT-02711	secondary
MGYG-HGUT-02712	secondary
MGYG-HGUT-02713	absent
MGYG-HGUT-02714	absent
MGYG-HGUT-02715	secondary
MGYG-HGUT-02716	primary
MGYG-HGUT-02717	primary
MGYG-HGUT-02718	secondary
MGYG-HGUT-02719	secondary
MGYG-HGUT-02720	primary
MGYG-HGUT-02721	secondary
MGYG-HGUT-02722	primary
MGYG-HGUT-02723	secondary
MGYG-HGUT-02724	primary
MGYG-HGUT-02725	primary
MGYG-HGUT-02726	secondary
MGYG-HGUT-02727	primary
MGYG-HGUT-02728	primary
MGYG-HGUT-02729	primary
MGYG-HGUT-02730	absent
MGYG-HGUT-02731	absent
MGYG-HGUT-02732	secondary
MGYG-HGUT-02733	primary
MGYG-HGUT-02734	primary
MGYG-HGUT-02735	primary
MGYG-HGUT-02736	secondary
MGYG-HGUT-02737	primary
MGYG-HGUT-02738	primary
MGYG-HGUT-02739	absent
MGYG-HGUT-02740	primary
MGYG-HGUT-02741	primary
MGYG-HGUT-02742	primary
MGYG-HGUT-02743	primary
MGYG-HGUT-02744	primary
MGYG-HGUT-02745	primary
MGYG-HGUT-02746	primary
MGYG-HGUT-02747	primary
MGYG-HGUT-02748	absent
MGYG-HGUT-02749	secondary
MGYG-HGUT-02750	primary
MGYG-HGUT-02751	primary
MGYG-HGUT-02752	primary
MGYG-HGUT-02753	secondary
MGYG-HGUT-02754	primary
MGYG-HGUT-02755	primary
MGYG-HGUT-02756	primary
MGYG-HGUT-02757	primary
MGYG-HGUT-02758	secondary
MGYG-HGUT-02759	primary
MGYG-HGUT-02760	primary
MGYG-HGUT-02761	secondary
MGYG-HGUT-02762	primary
MGYG-HGUT-02763	primary
MGYG-HGUT-02764	primary
MGYG-HGUT-02765	primary
MGYG-HGUT-02766	primary
MGYG-HGUT-02767	primary
MGYG-HGUT-02768	absent
MGYG-HGUT-02769	absent
MGYG-HGUT-02770	primary
MGYG-HGUT-02771	secondary
MGYG-HGUT-02772	secondary
MGYG-HGUT-02773	absent
MGYG-HGUT-02774	secondary
MGYG-HGUT-02775	primary
MGYG-HGUT-02776	secondary
MGYG-HGUT-02777	secondary
MGYG-HGUT-02778	primary
MGYG-HGUT-02779	primary
MGYG-HGUT-02780	primary
MGYG-HGUT-02781	secondary
MGYG-HGUT-02782	primary
MGYG-HGUT-02783	primary
MGYG-HGUT-02784	primary
MGYG-HGUT-02785	primary
MGYG-HGUT-02786	secondary
MGYG-HGUT-02787	secondary
MGYG-HGUT-02788	primary
MGYG-HGUT-02789	secondary
MGYG-HGUT-02790	secondary
MGYG-HGUT-02791	primary
MGYG-HGUT-02792	secondary
MGYG-HGUT-02793	primary
MGYG-HGUT-02794	primary
MGYG-HGUT-02795	primary
MGYG-HGUT-02796	absent
MGYG-HGUT-02797	absent
MGYG-HGUT-02798	absent
MGYG-HGUT-02799	absent
MGYG-HGUT-02800	primary
MGYG-HGUT-02801	secondary
MGYG-HGUT-02802	secondary
MGYG-HGUT-02803	absent
MGYG-HGUT-02804	absent
MGYG-HGUT-02805	secondary
MGYG-HGUT-02806	secondary
MGYG-HGUT-02807	secondary
MGYG-HGUT-02808	absent
MGYG-HGUT-02809	absent
MGYG-HGUT-02810	secondary
MGYG-HGUT-02811	absent
MGYG-HGUT-02812	absent
MGYG-HGUT-02813	secondary
MGYG-HGUT-02814	absent
MGYG-HGUT-02815	primary
MGYG-HGUT-02816	primary
MGYG-HGUT-02817	secondary
MGYG-HGUT-02818	primary
MGYG-HGUT-02819	primary
MGYG-HGUT-02820	secondary
MGYG-HGUT-02821	primary
MGYG-HGUT-02822	secondary
MGYG-HGUT-02823	primary
MGYG-HGUT-02824	primary
MGYG-HGUT-02825	primary
MGYG-HGUT-02826	absent
MGYG-HGUT-02827	secondary
MGYG-HGUT-02828	primary
MGYG-HGUT-02829	primary
MGYG-HGUT-02830	primary
MGYG-HGUT-02831	secondary
MGYG-HGUT-02832	primary
MGYG-HGUT-02833	secondary
MGYG-HGUT-02834	primary
MGYG-HGUT-02835	primary
MGYG-HGUT-02836	primary
MGYG-HGUT-02837	primary
MGYG-HGUT-02838	secondary
MGYG-HGUT-02839	secondary
MGYG-HGUT-02840	primary
MGYG-HGUT-02841	primary
MGYG-HGUT-02842	absent
MGYG-HGUT-02843	secondary
MGYG-HGUT-02844	primary
MGYG-HGUT-02845	primary
MGYG-HGUT-02846	primary
MGYG-HGUT-02847	primary
MGYG-HGUT-02848	primary
MGYG-HGUT-02849	primary
MGYG-HGUT-02850	primary
MGYG-HGUT-02851	primary
MGYG-HGUT-02852	primary
MGYG-HGUT-02853	primary
MGYG-HGUT-02854	primary
MGYG-HGUT-02855	absent
MGYG-HGUT-02856	primary
MGYG-HGUT-02857	secondary
MGYG-HGUT-02858	primary
MGYG-HGUT-02859	primary
MGYG-HGUT-02860	primary
MGYG-HGUT-02861	primary
MGYG-HGUT-02862	primary
MGYG-HGUT-02863	secondary
MGYG-HGUT-02864	primary
MGYG-HGUT-02865	primary
MGYG-HGUT-02866	secondary
MGYG-HGUT-02867	primary
MGYG-HGUT-02868	secondary
MGYG-HGUT-02869	secondary
MGYG-HGUT-02870	absent
MGYG-HGUT-02871	secondary
MGYG-HGUT-02872	secondary
MGYG-HGUT-02873	secondary
MGYG-HGUT-02874	primary
MGYG-HGUT-02875	secondary
MGYG-HGUT-02876	primary
MGYG-HGUT-02877	primary
MGYG-HGUT-02878	primary
MGYG-HGUT-02879	absent
MGYG-HGUT-02880	secondary
MGYG-HGUT-02881	absent
MGYG-HGUT-02882	primary
MGYG-HGUT-02883	secondary
MGYG-HGUT-02884	secondary
MGYG-HGUT-02885	secondary
MGYG-HGUT-02886	secondary
MGYG-HGUT-02887	primary
MGYG-HGUT-02888	secondary
MGYG-HGUT-02889	primary
MGYG-HGUT-02890	secondary
MGYG-HGUT-02891	secondary
MGYG-HGUT-02892	primary
MGYG-HGUT-02893	primary
MGYG-HGUT-02894	secondary
MGYG-HGUT-02895	secondary
MGYG-HGUT-02896	primary
MGYG-HGUT-02897	secondary
MGYG-HGUT-02898	primary
MGYG-HGUT-02899	secondary
MGYG-HGUT-02900	secondary
MGYG-HGUT-02901	primary
MGYG-HGUT-02902	primary
MGYG-HGUT-02903	secondary
MGYG-HGUT-02904	primary
MGYG-HGUT-02905	secondary
MGYG-HGUT-02906	secondary
MGYG-HGUT-02907	primary
MGYG-HGUT-02908	secondary
MGYG-HGUT-02909	secondary
MGYG-HGUT-02910	secondary
MGYG-HGUT-02911	primary
MGYG-HGUT-02912	secondary
MGYG-HGUT-02913	secondary
MGYG-HGUT-02914	secondary
MGYG-HGUT-02915	primary
MGYG-HGUT-02916	primary
MGYG-HGUT-02917	primary
MGYG-HGUT-02918	primary
MGYG-HGUT-02919	primary
MGYG-HGUT-02920	primary
MGYG-HGUT-02921	absent
MGYG-HGUT-02922	secondary
MGYG-HGUT-02923	primary
MGYG-HGUT-02924	primary
MGYG-HGUT-02925	absent
MGYG-HGUT-02926	primary
MGYG-HGUT-02927	absent
MGYG-HGUT-02928	primary
MGYG-HGUT-02929	absent
MGYG-HGUT-02930	primary
MGYG-HGUT-02931	absent
MGYG-HGUT-02932	primary
MGYG-HGUT-02933	primary
MGYG-HGUT-02934	secondary
MGYG-HGUT-02935	primary
MGYG-HGUT-02936	absent
MGYG-HGUT-02937	secondary
MGYG-HGUT-02938	primary
MGYG-HGUT-02939	secondary
MGYG-HGUT-02940	secondary
MGYG-HGUT-02941	secondary
MGYG-HGUT-02942	absent
MGYG-HGUT-02943	secondary
MGYG-HGUT-02944	primary
MGYG-HGUT-02945	primary
MGYG-HGUT-02946	primary
MGYG-HGUT-02947	primary
MGYG-HGUT-02948	primary
MGYG-HGUT-02949	primary
MGYG-HGUT-02950	absent
MGYG-HGUT-02951	absent
MGYG-HGUT-02952	secondary
MGYG-HGUT-02953	primary
MGYG-HGUT-02954	primary
MGYG-HGUT-02955	secondary
MGYG-HGUT-02956	absent
MGYG-HGUT-02957	primary
MGYG-HGUT-02958	primary
MGYG-HGUT-02959	primary
MGYG-HGUT-02960	primary
MGYG-HGUT-02961	primary
MGYG-HGUT-02962	secondary
MGYG-HGUT-02963	primary
MGYG-HGUT-02964	primary
MGYG-HGUT-02965	primary
MGYG-HGUT-02966	primary
MGYG-HGUT-02967	secondary
MGYG-HGUT-02968	secondary
MGYG-HGUT-02969	secondary
MGYG-HGUT-02970	primary
MGYG-HGUT-02971	primary
MGYG-HGUT-02972	secondary
MGYG-HGUT-02973	primary
MGYG-HGUT-02974	secondary
MGYG-HGUT-02975	secondary
MGYG-HGUT-02976	absent
MGYG-HGUT-02977	secondary
MGYG-HGUT-02978	absent
MGYG-HGUT-02979	primary
MGYG-HGUT-02980	secondary
MGYG-HGUT-02981	primary
MGYG-HGUT-02982	secondary
MGYG-HGUT-02983	secondary
MGYG-HGUT-02984	secondary
MGYG-HGUT-02985	primary
MGYG-HGUT-02986	secondary
MGYG-HGUT-02987	absent
MGYG-HGUT-02988	absent
MGYG-HGUT-02989	secondary
MGYG-HGUT-02990	absent
MGYG-HGUT-02991	primary
MGYG-HGUT-02992	primary
MGYG-HGUT-02993	primary
MGYG-HGUT-02994	primary
MGYG-HGUT-02995	primary
MGYG-HGUT-02996	secondary
MGYG-HGUT-02997	secondary
MGYG-HGUT-02998	secondary
MGYG-HGUT-02999	absent
MGYG-HGUT-03000	absent
MGYG-HGUT-03001	primary
MGYG-HGUT-03002	secondary
MGYG-HGUT-03003	secondary
MGYG-HGUT-03004	secondary
MGYG-HGUT-03005	absent
MGYG-HGUT-03006	primary
MGYG-HGUT-03007	primary
MGYG-HGUT-03008	absent
MGYG-HGUT-03009	primary
MGYG-HGUT-03010	secondary
MGYG-HGUT-03011	secondary
MGYG-HGUT-03012	primary
MGYG-HGUT-03013	primary
MGYG-HGUT-03014	secondary
MGYG-HGUT-03015	primary
MGYG-HGUT-03016	secondary
MGYG-HGUT-03017	secondary
MGYG-HGUT-03018	secondary
MGYG-HGUT-03019	absent
MGYG-HGUT-03020	absent
MGYG-HGUT-03021	secondary
MGYG-HGUT-03022	primary
MGYG-HGUT-03023	primary
MGYG-HGUT-03024	primary
MGYG-HGUT-03025	primary
MGYG-HGUT-03026	absent
MGYG-HGUT-03027	primary
MGYG-HGUT-03028	primary
MGYG-HGUT-03029	primary
MGYG-HGUT-03030	secondary
MGYG-HGUT-03031	secondary
MGYG-HGUT-03032	primary
MGYG-HGUT-03033	primary
MGYG-HGUT-03034	primary
MGYG-HGUT-03035	primary
MGYG-HGUT-03036	primary
MGYG-HGUT-03037	primary
MGYG-HGUT-03038	absent
MGYG-HGUT-03039	primary
MGYG-HGUT-03040	primary
MGYG-HGUT-03041	primary
MGYG-HGUT-03042	primary
MGYG-HGUT-03043	primary
MGYG-HGUT-03044	primary
MGYG-HGUT-03045	primary
MGYG-HGUT-03046	primary
MGYG-HGUT-03047	primary
MGYG-HGUT-03048	primary
MGYG-HGUT-03049	secondary
MGYG-HGUT-03050	secondary
MGYG-HGUT-03051	primary
MGYG-HGUT-03052	primary
MGYG-HGUT-03053	primary
MGYG-HGUT-03054	secondary
MGYG-HGUT-03055	secondary
MGYG-HGUT-03056	primary
MGYG-HGUT-03057	primary
MGYG-HGUT-03058	absent
MGYG-HGUT-03059	secondary
MGYG-HGUT-03060	secondary
MGYG-HGUT-03061	absent
MGYG-HGUT-03062	primary
MGYG-HGUT-03063	primary
MGYG-HGUT-03064	primary
MGYG-HGUT-03065	primary
MGYG-HGUT-03066	primary
MGYG-HGUT-03067	primary
MGYG-HGUT-03068	secondary
MGYG-HGUT-03069	secondary
MGYG-HGUT-03070	secondary
MGYG-HGUT-03071	primary
MGYG-HGUT-03072	secondary
MGYG-HGUT-03073	primary
MGYG-HGUT-03074	primary
MGYG-HGUT-03075	primary
MGYG-HGUT-03076	absent
MGYG-HGUT-03077	absent
MGYG-HGUT-03078	secondary
MGYG-HGUT-03079	primary
MGYG-HGUT-03080	secondary
MGYG-HGUT-03081	primary
MGYG-HGUT-03082	primary
MGYG-HGUT-03083	primary
MGYG-HGUT-03084	secondary
MGYG-HGUT-03085	absent
MGYG-HGUT-03086	absent
MGYG-HGUT-03087	primary
MGYG-HGUT-03088	primary
MGYG-HGUT-03089	secondary
MGYG-HGUT-03090	absent
MGYG-HGUT-03091	primary
MGYG-HGUT-03092	primary
MGYG-HGUT-03093	primary
MGYG-HGUT-03094	primary
MGYG-HGUT-03095	absent
MGYG-HGUT-03096	secondary
MGYG-HGUT-03097	primary
MGYG-HGUT-03098	absent
MGYG-HGUT-03099	primary
MGYG-HGUT-03100	primary
MGYG-HGUT-03101	absent
MGYG-HGUT-03102	secondary
MGYG-HGUT-03103	primary
MGYG-HGUT-03104	secondary
MGYG-HGUT-03105	primary
MGYG-HGUT-03106	secondary
MGYG-HGUT-03107	primary
MGYG-HGUT-03108	absent
MGYG-HGUT-03109	secondary
MGYG-HGUT-03110	absent
MGYG-HGUT-03111	absent
MGYG-HGUT-03112	secondary
MGYG-HGUT-03113	secondary
MGYG-HGUT-03114	primary
MGYG-HGUT-03115	primary
MGYG-HGUT-03116	primary
MGYG-HGUT-03117	primary
MGYG-HGUT-03118	primary
MGYG-HGUT-03119	secondary
MGYG-HGUT-03120	secondary
MGYG-HGUT-03121	secondary
MGYG-HGUT-03122	primary
MGYG-HGUT-03123	primary
MGYG-HGUT-03124	secondary
MGYG-HGUT-03125	secondary
MGYG-HGUT-03126	primary
MGYG-HGUT-03127	primary
MGYG-HGUT-03128	secondary
MGYG-HGUT-03129	primary
MGYG-HGUT-03130	secondary
MGYG-HGUT-03131	primary
MGYG-HGUT-03132	primary
MGYG-HGUT-03133	secondary
MGYG-HGUT-03134	secondary
MGYG-HGUT-03135	secondary
MGYG-HGUT-03136	secondary
MGYG-HGUT-03137	secondary
MGYG-HGUT-03138	secondary
MGYG-HGUT-03139	primary
MGYG-HGUT-03140	absent
MGYG-HGUT-03141	primary
MGYG-HGUT-03142	primary
MGYG-HGUT-03143	primary
MGYG-HGUT-03144	primary
MGYG-HGUT-03145	secondary
MGYG-HGUT-03146	secondary
MGYG-HGUT-03147	secondary
MGYG-HGUT-03148	secondary
MGYG-HGUT-03149	secondary
MGYG-HGUT-03150	primary
MGYG-HGUT-03151	primary
MGYG-HGUT-03152	primary
MGYG-HGUT-03153	secondary
MGYG-HGUT-03154	secondary
MGYG-HGUT-03155	secondary
MGYG-HGUT-03156	secondary
MGYG-HGUT-03157	secondary
MGYG-HGUT-03158	primary
MGYG-HGUT-03159	secondary
MGYG-HGUT-03160	secondary
MGYG-HGUT-03161	secondary
MGYG-HGUT-03162	secondary
MGYG-HGUT-03163	primary
MGYG-HGUT-03164	primary
MGYG-HGUT-03165	secondary
MGYG-HGUT-03166	primary
MGYG-HGUT-03167	secondary
MGYG-HGUT-03168	primary
MGYG-HGUT-03169	secondary
MGYG-HGUT-03170	secondary
MGYG-HGUT-03171	secondary
MGYG-HGUT-03172	secondary
MGYG-HGUT-03173	primary
MGYG-HGUT-03174	primary
MGYG-HGUT-03175	secondary
MGYG-HGUT-03176	secondary
MGYG-HGUT-03177	secondary
MGYG-HGUT-03178	secondary
MGYG-HGUT-03179	secondary
MGYG-HGUT-03180	secondary
MGYG-HGUT-03181	secondary
MGYG-HGUT-03182	absent
MGYG-HGUT-03183	primary
MGYG-HGUT-03184	primary
MGYG-HGUT-03185	secondary
MGYG-HGUT-03186	secondary
MGYG-HGUT-03187	primary
MGYG-HGUT-03188	primary
MGYG-HGUT-03189	primary
MGYG-HGUT-03190	primary
MGYG-HGUT-03191	primary
MGYG-HGUT-03192	secondary
MGYG-HGUT-03193	primary
MGYG-HGUT-03194	secondary
MGYG-HGUT-03195	primary
MGYG-HGUT-03196	secondary
MGYG-HGUT-03197	primary
MGYG-HGUT-03198	secondary
MGYG-HGUT-03199	secondary
MGYG-HGUT-03200	secondary
MGYG-HGUT-03201	secondary
MGYG-HGUT-03202	secondary
MGYG-HGUT-03203	primary
MGYG-HGUT-03204	secondary
MGYG-HGUT-03205	secondary
MGYG-HGUT-03206	absent
MGYG-HGUT-03207	absent
MGYG-HGUT-03208	primary
MGYG-HGUT-03209	primary
MGYG-HGUT-03210	secondary
MGYG-HGUT-03211	absent
MGYG-HGUT-03212	secondary
MGYG-HGUT-03213	secondary
MGYG-HGUT-03214	secondary
MGYG-HGUT-03215	secondary
MGYG-HGUT-03216	secondary
MGYG-HGUT-03217	secondary
MGYG-HGUT-03218	absent
MGYG-HGUT-03219	secondary
MGYG-HGUT-03220	secondary
MGYG-HGUT-03221	secondary
MGYG-HGUT-03222	absent
MGYG-HGUT-03223	primary
MGYG-HGUT-03224	primary
MGYG-HGUT-03225	primary
MGYG-HGUT-03226	secondary
MGYG-HGUT-03227	secondary
MGYG-HGUT-03228	secondary
MGYG-HGUT-03229	primary
MGYG-HGUT-03230	absent
MGYG-HGUT-03231	primary
MGYG-HGUT-03232	primary
MGYG-HGUT-03233	primary
MGYG-HGUT-03234	primary
MGYG-HGUT-03235	absent
MGYG-HGUT-03236	secondary
MGYG-HGUT-03237	secondary
MGYG-HGUT-03238	primary
MGYG-HGUT-03239	secondary
MGYG-HGUT-03240	secondary
MGYG-HGUT-03241	secondary
MGYG-HGUT-03242	primary
MGYG-HGUT-03243	secondary
MGYG-HGUT-03244	absent
MGYG-HGUT-03245	primary
MGYG-HGUT-03246	secondary
MGYG-HGUT-03247	secondary
MGYG-HGUT-03248	secondary
MGYG-HGUT-03249	secondary
MGYG-HGUT-03250	absent
MGYG-HGUT-03251	absent
MGYG-HGUT-03252	primary
MGYG-HGUT-03253	secondary
MGYG-HGUT-03254	absent
MGYG-HGUT-03255	secondary
MGYG-HGUT-03256	absent
MGYG-HGUT-03257	secondary
MGYG-HGUT-03258	secondary
MGYG-HGUT-03259	primary
MGYG-HGUT-03260	absent
MGYG-HGUT-03261	absent
MGYG-HGUT-03262	primary
MGYG-HGUT-03263	primary
MGYG-HGUT-03264	absent
MGYG-HGUT-03265	primary
MGYG-HGUT-03266	primary
MGYG-HGUT-03267	absent
MGYG-HGUT-03268	primary
MGYG-HGUT-03269	primary
MGYG-HGUT-03270	secondary
MGYG-HGUT-03271	absent
MGYG-HGUT-03272	primary
MGYG-HGUT-03273	secondary
MGYG-HGUT-03274	primary
MGYG-HGUT-03275	primary
MGYG-HGUT-03276	primary
MGYG-HGUT-03277	secondary
MGYG-HGUT-03278	secondary
MGYG-HGUT-03279	primary
MGYG-HGUT-03280	absent
MGYG-HGUT-03281	absent
MGYG-HGUT-03282	secondary
MGYG-HGUT-03283	absent
MGYG-HGUT-03284	absent
MGYG-HGUT-03285	secondary
MGYG-HGUT-03286	primary
MGYG-HGUT-03287	primary
MGYG-HGUT-03288	primary
MGYG-HGUT-03289	absent
MGYG-HGUT-03290	absent
MGYG-HGUT-03291	secondary
MGYG-HGUT-03292	secondary
MGYG-HGUT-03293	primary
MGYG-HGUT-03294	primary
MGYG-HGUT-03295	secondary
MGYG-HGUT-03296	absent
MGYG-HGUT-03297	primary
MGYG-HGUT-03298	secondary
MGYG-HGUT-03299	absent
MGYG-HGUT-03300	primary
MGYG-HGUT-03301	secondary
MGYG-HGUT-03302	secondary
MGYG-HGUT-03303	secondary
MGYG-HGUT-03304	secondary
MGYG-HGUT-03305	secondary
MGYG-HGUT-03306	secondary
MGYG-HGUT-03307	absent
MGYG-HGUT-03308	secondary
MGYG-HGUT-03309	primary
MGYG-HGUT-03310	secondary
MGYG-HGUT-03311	secondary
MGYG-HGUT-03312	primary
MGYG-HGUT-03313	secondary
MGYG-HGUT-03314	secondary
MGYG-HGUT-03315	absent
MGYG-HGUT-03316	secondary
MGYG-HGUT-03317	secondary
MGYG-HGUT-03318	secondary
MGYG-HGUT-03319	absent
MGYG-HGUT-03320	primary
MGYG-HGUT-03321	absent
MGYG-HGUT-03322	absent
MGYG-HGUT-03323	primary
MGYG-HGUT-03324	primary
MGYG-HGUT-03325	secondary
MGYG-HGUT-03326	secondary
MGYG-HGUT-03327	primary
MGYG-HGUT-03328	primary
MGYG-HGUT-03329	secondary
MGYG-HGUT-03330	secondary
MGYG-HGUT-03331	primary
MGYG-HGUT-03332	primary
MGYG-HGUT-03333	primary
MGYG-HGUT-03334	secondary
MGYG-HGUT-03335	secondary
MGYG-HGUT-03336	secondary
MGYG-HGUT-03337	secondary
MGYG-HGUT-03338	primary
MGYG-HGUT-03339	primary
MGYG-HGUT-03340	primary
MGYG-HGUT-03341	primary
MGYG-HGUT-03342	primary
MGYG-HGUT-03343	primary
MGYG-HGUT-03344	secondary
MGYG-HGUT-03345	primary
MGYG-HGUT-03346	primary
MGYG-HGUT-03347	primary
MGYG-HGUT-03348	secondary
MGYG-HGUT-03349	primary
MGYG-HGUT-03350	secondary
MGYG-HGUT-03351	primary
MGYG-HGUT-03352	secondary
MGYG-HGUT-03353	primary
MGYG-HGUT-03354	primary
MGYG-HGUT-03355	primary
MGYG-HGUT-03356	absent
MGYG-HGUT-03357	secondary
MGYG-HGUT-03358	primary
MGYG-HGUT-03359	secondary
MGYG-HGUT-03360	primary
MGYG-HGUT-03361	secondary
MGYG-HGUT-03362	primary
MGYG-HGUT-03363	primary
MGYG-HGUT-03364	primary
MGYG-HGUT-03365	primary
MGYG-HGUT-03366	secondary
MGYG-HGUT-03367	primary
MGYG-HGUT-03368	primary
MGYG-HGUT-03369	secondary
MGYG-HGUT-03370	secondary
MGYG-HGUT-03371	secondary
MGYG-HGUT-03372	primary
MGYG-HGUT-03373	secondary
MGYG-HGUT-03374	primary
MGYG-HGUT-03375	secondary
MGYG-HGUT-03376	primary
MGYG-HGUT-03377	primary
MGYG-HGUT-03378	primary
MGYG-HGUT-03379	primary
MGYG-HGUT-03380	secondary
MGYG-HGUT-03381	primary
MGYG-HGUT-03382	primary
MGYG-HGUT-03383	secondary
MGYG-HGUT-03384	absent
MGYG-HGUT-03385	absent
MGYG-HGUT-03386	primary
MGYG-HGUT-03387	primary
MGYG-HGUT-03388	secondary
MGYG-HGUT-03389	secondary
MGYG-HGUT-03390	primary
MGYG-HGUT-03391	secondary
MGYG-HGUT-03392	secondary
MGYG-HGUT-03393	primary
MGYG-HGUT-03394	secondary
MGYG-HGUT-03395	primary
MGYG-HGUT-03396	primary
MGYG-HGUT-03397	primary
MGYG-HGUT-03398	absent
MGYG-HGUT-03399	primary
MGYG-HGUT-03400	secondary
MGYG-HGUT-03401	secondary
MGYG-HGUT-03402	secondary
MGYG-HGUT-03403	secondary
MGYG-HGUT-03404	secondary
MGYG-HGUT-03405	secondary
